Unit,Module,Title,Subheaders,Paragraph,Generated Question,Answer_generated
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Tables: Tables are an extension of sets. Each element in a table \\((k, v)\\) consists of a key \\(k\\) and an associated value \\(v\\). Key values in a table should be unique. Set operations like union, intersection, and difference on tables are done based on the key values with some provisions for conflicts. But one mainly uses tables typically for finding the value \\(v\\) associated with a key. Similarly, tables can be ordered based on a key if there is a need.","What is a key in a table (k, v)) and an associated value?",(v)
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Tables: Tables are an extension of sets. Each element in a table \\((k, v)\\) consists of a key \\(k\\) and an associated value \\(v\\). Key values in a table should be unique. Set operations like union, intersection, and difference on tables are done based on the key values with some provisions for conflicts. But one mainly uses tables typically for finding the value \\(v\\) associated with a key. Similarly, tables can be ordered based on a key if there is a need.",Tables can be ordered based on what if a need exists?,Key
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Graphs: Graphs are the most versatile abstract data types. They are typically used to represent a set of items (called nodes) along with asymmetric or symmetric relations between those items (called edges). For example, graphs can be used to represent",What are the most versatile abstract data types?,Graphs
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Graphs: Graphs are the most versatile abstract data types. They are typically used to represent a set of items (called nodes) along with asymmetric or symmetric relations between those items (called edges). For example, graphs can be used to represent",What are asymmetric or symmetric relations between a set of items?,Nodes
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,Social networks with nodes representing people and edges representing cfriendshipd or cfollowsd relations between them.,Social networks with nodes representing people and edges representing what?,cfriendshipd or cfollowsd relations between them.
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,Social networks with nodes representing people and edges representing cfriendshipd or cfollowsd relations between them.,What are cfollowsd relations?,Social networks with nodes representing people and edges representing cfriendshipd or cfollow
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Transportation networks with nodes representing cintersectionsd and edges representing the roads between the intersections, with a distance measure associated with each road.",What are nodes representing?,Cintersectionsd
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Transportation networks with nodes representing cintersectionsd and edges representing the roads between the intersections, with a distance measure associated with each road.",What is a distance measure associated with each road?,A distance measure is associated with each road.
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,Neural networks with nodes representing neurons and edges representing weighted connections.,Neural networks with nodes representing neurons and edges representing what?,Weighted connections
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,There is a whole set of operations one can do on graphs that can compute all kinds of useful information about the data and the relations. Here are some of such operations:,What is a graph that can compute all kinds of useful information about?,data and relations
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,What is the shortest distance between any two intersections?,What is the distance between a two intersections?,shortest distance
Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,Who are the people on a social network with more that 100 connections?,Who are the people on a social network with more than 100 connections?,John and Jane
