,Unit,Module,Title,Subheaders,Paragraph,Question,Key Concepts,Information Score
471,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,"When we design algorithms, we need to represent data items based on what is expected of them in terms of functionality in a formal abstract or mathematical sense. For example, we may need to represent our data as a set as in mathematics because the operations we will involve them in are things we normally do with sets:","For example, we may need to represent our data as a set as in mathematics because the operations we will involve them in are things we normally do with sets: what is the usual way to represent data?","['mathematic', 'algorithm', 'mathematical', 'sense', 'abstract', 'data', 'expect', 'datum', 'thing', 'need', 'example', 'represent', 'functionality', 'set', 'base', 'operation', 'term', 'formal', 'item', 'involve', 'design']",0.35483870967741926
472,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,inserting an element into a set,inserting an element into a set of elements is called what?,"['insert', 'set', 'element']",0.0
473,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,deleting an element from a set,deleting an element from a set of elements to a set of elements?,"['set', 'delete', 'element']",0.0
474,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,"intersecting, unionizing two sets","intersecting, unionizing two sets of people together to form a union?","['intersect', 'unionize', 'set']",0.0
475,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,subtracting a set from another set,subtracting a set from another set of values to a new set of values is called what?,"['subtract', 'set']",0.08333333333333333
476,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,testing whether a set is equal to another one or is a subset of another one,testing whether a set is equal to another one or is a subset of another one?,"['subset', 'test', 'set', 'equal']",0.07692307692307693
477,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,testing if a set contains a certain element,testing if a set contains a certain element that is not present in the set?,"['contain', 'set', 'element', 'test', 'certain']",0.14285714285714285
478,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,What are the mathematical descriptions of each of the operations one can do?,What are the mathematical descriptions of each of the operations one can do?,"['operation', 'mathematical', 'description']",0.0
479,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,What are the types of data items that are input to each operation?,What are the types of data items that are input to each operation?,"['type', 'datum', 'item', 'operation', 'input']",0.0
480,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,What are the types of data items that are output from each operation?,What are the types of data items that are output from each operation?,"['output', 'type', 'datum', 'item', 'operation']",0.0
481,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,"So ideally, the programmer decides on the abstract data types that will be used in the algorithmic solution to a problem by concentrating on the operations that will be needed. At this point, she does not need to worry about how those data structures are represented in detail and how the operations are implemented.","Instead, she uses what?","['represent', 'abstract', 'detail', 'structure', 'type', 'datum', 'decide', 'algorithmic', 'solution', 'worry', 'need', 'point', 'operation', 'programmer', 'implement', 'problem', 'concentrate']",0.0
482,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,"The most important idea one should remember about abstract data types is that abstract data types determine functionality. Functionality is the most important aspect of an abstract data type that any user of that abstract data type (i.e., a client programmer) needs to know. This is communicated through typically an API that names the operations and the input-output data to each call in the API along with some description of what function that call provides.",The most important aspect of an abstract data type is what?,"['user', 'output', 'provide', 'client', 'know', 'programmer', 'abstract', 'data', 'type', 'datum', 'remember', 'need', 'functionality', 'communicate', 'idea', 'operation', 'input', 'api', 'important', 'description', 'aspect', 'function', 'determine', 'name']",0.0
483,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,"A data structure specifies how data of an abstract data type is represented and how the operations are implemented. For example, a set can be represented in many different ways:","For example, a set can be represented in many different ways: how many different ways can a data structure be represented?","['abstract', 'data', 'structure', 'type', 'datum', 'way', 'set', 'operation', 'example', 'implement', 'represent', 'different', 'specify']",0.375
484,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,There are many other concrete data structures that one can use to implement the abstract data type for sets.,"For example, one can use data structures that are similar to what type of data structure?","['abstract', 'use', 'data', 'structure', 'type', 'datum', 'concrete', 'set', 'implement']",0.0
485,Collecting and Understanding Data,Data Structures and Algorithms,Data Structures,,"Complex numbers, where the pair either encodes the real and imaginary parts of a cartesian representation OR the magnitude and the argument of a polar representation of a complex number. All operations on complex numbers (e.g., exponentiation of a complex number to a complex number) would then be implemented in the said representations.",Complex numbers are represented by what?,"['implement', 'part', 'argument', 'say', 'number', 'representation', 'magnitude', 'operation', 'cartesian', 'complex', 'pair', 'exponentiation', 'imaginary', 'polar', 'encode', 'real']",0.0
